image_cue_1,image_cue_2,image_cue_3,image_target_1,image_target_2,image_target_3,targetStart,startTime,endTime,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textStart.started,textStart.stopped,keyStart.keys,keyStart.rt,keyStart.started,keyStart.stopped,imageTrailBefore_1.started,imageTrailBefore_1.stopped,imageTrialBefore_2.started,imageTrialBefore_2.stopped,imageTrialBefore_3.started,imageTrialBefore_3.stopped,imageTrialCue_1.started,imageTrialCue_1.stopped,imageTrialCue_2.started,imageTrialCue_2.stopped,imageTrialCue_3.started,imageTrialCue_3.stopped,TrialSceenTargetStart,TrialSceenTargetEnd,imageTrialTarget_1.started,imageTrialTarget_1.stopped,imageTrialTarget_2.started,imageTrialTarget_2.stopped,imageTrialTarget_3.started,imageTrialTarget_3.stopped,keyResponse.keys,keyResponse.rt,keyResponse.started,keyResponse.stopped,textBlank500.started,textBlank500.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,55.11845090001589,None,space,7.777548500045668,55.11845090001589,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Apr_15_1901,experiment,2020.1.3,60.2992288834478,
,,,,,,,,,,,,,,,,,,,62.972448499989696,None,space,2.6996730000246316,62.972448499989696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Apr_15_1901,experiment,2020.1.3,60.2992288834478,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,0,0,90,,,,,,,,,,,,,66.58099720004248,None,66.58099720004248,None,66.58099720004248,None,66.84607999998843,None,66.84607999998843,None,66.84607999998843,None,0.5,0.65,66.9196188999922,67.06814759998815,66.9196188999922,67.06814759998815,66.9196188999922,67.06814759998815,space,0.3811037000268698,66.9196188999922,None,67.31985969998641,None,1,001,2020_Apr_15_1901,experiment,2020.1.3,60.2992288834478,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,1,1,100,,,,,,,,,,,,,67.83382050000364,None,67.83382050000364,None,67.83382050000364,None,68.84487710002577,None,68.84487710002577,None,68.84487710002577,None,0.3,0.44999999999999996,69.06700400001137,69.1835151000414,69.06700400001137,69.1835151000414,69.06700400001137,69.1835151000414,space,0.13012819999130443,69.06700400001137,None,69.21837720001349,None,1,001,2020_Apr_15_1901,experiment,2020.1.3,60.2992288834478,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.2,0.35,0,2,2,77,,,,,,,,,,,,,69.73362549999729,None,69.73362549999729,None,69.73362549999729,None,70.74221340002259,None,70.74221340002259,None,70.74221340002259,None,0.2,0.35,70.98313950002193,71.03328640002292,70.98313950002193,71.03328640002292,70.98313950002193,71.03328640002292,space,0.23598619998665527,70.98313950002193,None,71.25075310003012,None,1,001,2020_Apr_15_1901,experiment,2020.1.3,60.2992288834478,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.0,0.15,0,3,3,2,,,,,,,,,,,,,71.75004670000635,None,71.75004670000635,None,71.75004670000635,None,72.76141030003782,None,72.76141030003782,None,72.76141030003782,None,0.05,0.2,72.96602809999604,73.0826685000211,72.96602809999604,73.0826685000211,72.96602809999604,73.0826685000211,space,0.20880380005110055,72.96602809999604,None,73.20041280001169,None,1,001,2020_Apr_15_1901,experiment,2020.1.3,60.2992288834478,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.3,0.45,0,4,4,98,,,,,,,,,,,,,73.69963390001794,None,73.69963390001794,None,73.69963390001794,None,74.7099717000383,None,74.7099717000383,None,74.7099717000383,None,0.3,0.44999999999999996,74.91565770003945,75.03220850002253,74.91565770003945,75.03220850002253,74.91565770003945,75.03220850002253,space,0.22864479996496812,74.91565770003945,None,75.16705819999333,None,1,001,2020_Apr_15_1901,experiment,2020.1.3,60.2992288834478,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,5,5,110,,,,,,,,,,,,,75.68219600000884,None,75.68219600000884,None,75.68219600000884,None,76.69075890001841,None,76.69075890001841,None,76.69075890001841,None,0.05,0.2,76.86290200002259,76.98234650003724,76.86290200002259,76.98234650003724,76.86290200002259,76.98234650003724,space,0.27087439998285845,76.86290200002259,None,77.151484800037,None,1,001,2020_Apr_15_1901,experiment,2020.1.3,60.2992288834478,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.3,0.45,0,6,6,88,,,,,,,,,,,,,77.66553030000068,None,77.66553030000068,None,77.66553030000068,None,78.68463820003672,None,78.68463820003672,None,78.68463820003672,None,0.5,0.65,78.84597389999544,78.99815440003294,78.84597389999544,78.99815440003294,78.84597389999544,78.99815440003294,space,0.38765230000717565,78.84597389999544,None,79.2660826999927,None,1,001,2020_Apr_15_1901,experiment,2020.1.3,60.2992288834478,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,7,7,34,,,,,,,,,,,,,79.78146660001948,None,79.78146660001948,None,79.78146660001948,None,80.78867859998718,None,80.78867859998718,None,80.78867859998718,None,0.3,0.44999999999999996,80.99811769998632,81.09778290003305,80.99811769998632,81.09778290003305,80.99811769998632,81.09778290003305,space,0.2663292000070214,80.99811769998632,None,81.28272479999578,None,1,001,2020_Apr_15_1901,experiment,2020.1.3,60.2992288834478,
