image_cue_1,image_cue_2,image_cue_3,image_target_1,image_target_2,image_target_3,targetStart,startTime,endTime,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textStart.started,textStart.stopped,keyStart.keys,keyStart.rt,keyStart.started,keyStart.stopped,imageTrailBefore_1.started,imageTrailBefore_1.stopped,imageTrialBefore_2.started,imageTrialBefore_2.stopped,imageTrialBefore_3.started,imageTrialBefore_3.stopped,imageTrialCue_1.started,imageTrialCue_1.stopped,imageTrialCue_2.started,imageTrialCue_2.stopped,imageTrialCue_3.started,imageTrialCue_3.stopped,TrialSceenTargetStart,TrialSceenTargetEnd,imageTrialTarget_1.started,imageTrialTarget_1.stopped,imageTrialTarget_2.started,imageTrialTarget_2.stopped,imageTrialTarget_3.started,imageTrialTarget_3.stopped,keyResponse.keys,keyResponse.rt,keyResponse.started,keyResponse.stopped,textBlank500.started,textBlank500.stopped,textEndSceen.started,textEndSceen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,14.059327027993277,None,space,62.95147106691729,14.059327027993277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2020_Apr_18_1832,experiment,2020.1.3,60.10801397192104,
,,,,,,,,,,,,,,,,,,,77.02407172799576,None,space,1.9196726750815287,77.02407172799576,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2020_Apr_18_1832,experiment,2020.1.3,60.10801397192104,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,0,0,113,,,,,,,,,,,,,78.99119061790407,None,78.99119061790407,None,78.99119061790407,None,79.98616009496618,None,79.98616009496618,None,79.98616009496618,None,0.2,0.35,80.23931273701601,80.3205184689723,80.23931273701601,80.3205184689723,80.23931273701601,80.3205184689723,space,0.45118351199198514,80.23931273701601,None,80.70496728399303,None,,,6,001,2020_Apr_18_1832,experiment,2020.1.3,60.10801397192104,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,1,1,41,,,,,,,,,,,,,81.20471885392908,None,81.20471885392908,None,81.20471885392908,None,82.235074014985,None,82.235074014985,None,82.235074014985,None,0.3,0.44999999999999996,82.40534964494873,82.60250598099083,82.40534964494873,82.60250598099083,82.40534964494873,82.60250598099083,space,3.683463413035497,82.40534964494873,None,86.10218320600688,None,,,6,001,2020_Apr_18_1832,experiment,2020.1.3,60.10801397192104,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,2,2,65,,,,,,,,,,,,,86.60351978195831,None,86.60351978195831,None,86.60351978195831,None,87.616609955905,None,87.616609955905,None,87.616609955905,None,0.1,0.25,87.85273693292402,87.96993792196736,87.85273693292402,87.96993792196736,87.85273693292402,87.96993792196736,space,0.3717161660315469,87.85273693292402,None,88.23724629590288,None,,,6,001,2020_Apr_18_1832,experiment,2020.1.3,60.10801397192104,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.3,0.45,0,3,3,88,,,,,,,,,,,,,88.7367941190023,None,88.7367941190023,None,88.7367941190023,None,89.7520930049941,None,89.7520930049941,None,89.7520930049941,None,0.05,0.2,89.9391506559914,90.07017995091155,89.9391506559914,90.07017995091155,89.9391506559914,90.07017995091155,space,0.2174163560848683,89.9391506559914,None,90.16993460198864,None,,,6,001,2020_Apr_18_1832,experiment,2020.1.3,60.10801397192104,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.3,0.45,0,4,4,87,,,,,,,,,,,,,90.67010872298852,None,90.67010872298852,None,90.67010872298852,None,91.68556069093756,None,91.68556069093756,None,91.68556069093756,None,0.2,0.35,91.90325482992921,92.08659192395862,91.90325482992921,92.08659192395862,91.90325482992921,92.08659192395862,space,0.45295143697876483,91.90325482992921,None,92.3703483119607,None,,,6,001,2020_Apr_18_1832,experiment,2020.1.3,60.10801397192104,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,5,5,22,,,,,,,,,,,,,92.8702440049965,None,92.8702440049965,None,92.8702440049965,None,93.88646223000251,None,93.88646223000251,None,93.88646223000251,None,0.0,0.15,94.07238120597322,94.20338718290441,94.07238120597322,94.20338718290441,94.07238120597322,94.20338718290441,space,0.46855182899162173,94.07238120597322,None,94.55326058494393,None,,,6,001,2020_Apr_18_1832,experiment,2020.1.3,60.10801397192104,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.1,0.25,0,6,6,48,,,,,,,,,,,,,95.05331125692464,None,95.05331125692464,None,95.05331125692464,None,96.06813682091888,None,96.06813682091888,None,96.06813682091888,None,0.3,0.44999999999999996,96.26944943901617,96.4532823789632,96.26944943901617,96.4532823789632,96.26944943901617,96.4532823789632,space,3.070384496008046,96.26944943901617,None,99.35283193993382,None,,,6,001,2020_Apr_18_1832,experiment,2020.1.3,60.10801397192104,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,7,7,84,,,,,,,,,,,,,99.85316644795239,None,99.85316644795239,None,99.85316644795239,None,100.86858697095886,None,100.86858697095886,None,100.86858697095886,None,0.05,0.2,101.12175206898246,101.23803856398445,101.12175206898246,101.23803856398445,101.12175206898246,101.23803856398445,space,0.3366855289787054,101.12175206898246,None,101.47364301700145,None,,,6,001,2020_Apr_18_1832,experiment,2020.1.3,60.10801397192104,
