image_cue_1,image_cue_2,image_cue_3,image_target_1,image_target_2,image_target_3,targetStart,startTime,endTime,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textStart.started,textStart.stopped,keyStart.keys,keyStart.rt,keyStart.started,keyStart.stopped,imageTrailBefore_1.started,imageTrailBefore_1.stopped,imageTrialBefore_2.started,imageTrialBefore_2.stopped,imageTrialBefore_3.started,imageTrialBefore_3.stopped,imageTrialCue_1.started,imageTrialCue_1.stopped,imageTrialCue_2.started,imageTrialCue_2.stopped,imageTrialCue_3.started,imageTrialCue_3.stopped,TrialSceenTargetStart,TrialSceenTargetEnd,imageTrialTarget_1.started,imageTrialTarget_1.stopped,imageTrialTarget_2.started,imageTrialTarget_2.stopped,imageTrialTarget_3.started,imageTrialTarget_3.stopped,keyResponse.keys,keyResponse.rt,keyResponse.started,keyResponse.stopped,textBlank500.started,textBlank500.stopped,textEndSceen.started,textEndSceen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,5.382660027011298,None,space,84.68269533896819,5.382660027011298,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
,,,,,,,,,,,,,,,,,,,90.07781866402365,None,space,1.7077754749916494,90.07781866402365,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,0,0,116,,,,,,,,,,,,,91.83465258800425,None,91.83465258800425,None,91.83465258800425,None,92.82899619301315,None,92.82899619301315,None,92.82899619301315,None,0.2,0.35,93.00261802307796,93.16220550099388,93.00261802307796,93.16220550099388,93.00261802307796,93.16220550099388,space,17.46412285999395,93.00261802307796,None,110.48116885800846,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,1,1,95,,,,,,,,,,,,,110.99396110605448,None,110.99396110605448,None,110.99396110605448,None,112.00200546509586,None,112.00200546509586,None,112.00200546509586,None,0.3,0.44999999999999996,112.18135930306744,112.29421009402722,112.18135930306744,112.29421009402722,112.18135930306744,112.29421009402722,space,0.33308309991844,112.18135930306744,None,112.52791447809432,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,2,2,83,,,,,,,,,,,,,113.02739891700912,None,113.02739891700912,None,113.02739891700912,None,114.04390400799457,None,114.04390400799457,None,114.04390400799457,None,0.2,0.35,114.2079892300535,None,114.2079892300535,None,114.2079892300535,None,space,0.12407261703629047,114.2079892300535,None,114.34779596200678,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,3,3,32,,,,,,,,,,,,,114.86062646110076,None,114.86062646110076,None,114.86062646110076,None,115.87458117806818,None,115.87458117806818,None,115.87458117806818,None,0.1,0.25,116.03450061008334,116.16065979900304,116.03450061008334,116.16065979900304,116.03450061008334,116.16065979900304,space,0.379595938953571,116.03450061008334,None,116.42684339708649,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.3,0.45,0,4,4,89,,,,,,,,,,,,,116.9273749270942,None,116.9273749270942,None,116.9273749270942,None,117.94277226901613,None,117.94277226901613,None,117.94277226901613,None,0.0,0.15,118.17728950700257,118.27705652907025,118.17728950700257,118.27705652907025,118.17728950700257,118.27705652907025,space,0.2032740160357207,118.17728950700257,None,118.39321381004993,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,5,5,92,,,,,,,,,,,,,118.89377288101241,None,118.89377288101241,None,118.89377288101241,None,119.90861067501828,None,119.90861067501828,None,119.90861067501828,None,0.0,0.15,120.09480525099207,120.27732052002102,120.09480525099207,120.27732052002102,120.09480525099207,120.27732052002102,space,0.30204040405806154,120.09480525099207,None,120.41272780799773,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,6,6,103,,,,,,,,,,,,,120.91279701609164,None,120.91279701609164,None,120.91279701609164,None,121.94234626204707,None,121.94234626204707,None,121.94234626204707,None,0.5,0.65,122.14494565501809,122.32808641099837,122.14494565501809,122.32808641099837,122.14494565501809,122.32808641099837,space,0.3044493430061266,122.14494565501809,None,122.46224524802528,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,7,7,34,,,,,,,,,,,,,122.96102220204193,None,122.96102220204193,None,122.96102220204193,None,123.97058180707972,None,123.97058180707972,None,123.97058180707972,None,0.05,0.2,124.14092665410135,124.34403581707738,124.14092665410135,124.34403581707738,124.14092665410135,124.34403581707738,space,0.2730618519708514,124.14092665410135,None,124.42672104306985,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,8,8,63,,,,,,,,,,,,,124.92712215904612,None,124.92712215904612,None,124.92712215904612,None,125.94137707003392,None,125.94137707003392,None,125.94137707003392,None,0.3,0.44999999999999996,126.14414793800097,126.31061206804588,126.14414793800097,126.31061206804588,126.14414793800097,126.31061206804588,space,0.28367857390549034,126.14414793800097,None,126.44181274902076,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,9,9,96,,,,,,,,,,,,,126.94371444103308,None,126.94371444103308,None,126.94371444103308,None,127.95270294707734,None,127.95270294707734,None,127.95270294707734,None,0.3,0.44999999999999996,128.17632990609854,128.32628701301292,128.17632990609854,128.32628701301292,128.17632990609854,128.32628701301292,space,0.2531090920092538,128.17632990609854,None,128.44215413101483,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.05,0.2,0,10,10,35,,,,,,,,,,,,,128.943702171091,None,128.943702171091,None,128.943702171091,None,129.95253885199782,None,129.95253885199782,None,129.95253885199782,None,0.0,0.15,130.1480648360448,130.26039028109517,130.1480648360448,130.26039028109517,130.1480648360448,130.26039028109517,space,0.266938152955845,130.1480648360448,None,130.42801894107834,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,11,11,101,,,,,,,,,,,,,130.92720275209285,None,130.92720275209285,None,130.92720275209285,None,131.9425542500103,None,131.9425542500103,None,131.9425542500103,None,0.05,0.2,132.11689539800864,132.2937272490235,132.11689539800864,132.2937272490235,132.11689539800864,132.2937272490235,space,0.31076878297608346,132.11689539800864,None,132.44282555801328,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.05,0.2,0,12,12,28,,,,,,,,,,,,,132.94321796507575,None,132.94321796507575,None,132.94321796507575,None,133.95706493605394,None,133.95706493605394,None,133.95706493605394,None,0.2,0.35,134.1764626330696,134.31044378399383,134.1764626330696,134.31044378399383,134.1764626330696,134.31044378399383,space,0.22121827397495508,134.1764626330696,None,134.41108314099256,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,13,13,73,,,,,,,,,,,,,134.91035056801047,None,134.91035056801047,None,134.91035056801047,None,135.91875835799146,None,135.91875835799146,None,135.91875835799146,None,0.2,0.35,136.09074337698985,None,136.09074337698985,None,136.09074337698985,None,space,0.23930091899819672,136.09074337698985,None,136.34293749101926,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.3,0.45,0,14,14,88,,,,,,,,,,,,,136.8438693950884,None,136.8438693950884,None,136.8438693950884,None,137.85923202103004,None,137.85923202103004,None,137.85923202103004,None,0.1,0.25,138.11060301901307,138.160329495091,138.11060301901307,138.160329495091,138.11060301901307,138.160329495091,space,3.1712187649682164,138.11060301901307,None,141.29394270805642,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.5,0.65,0,15,15,118,,,,,,,,,,,,,141.7935364660807,None,141.7935364660807,None,141.7935364660807,None,142.80596113600768,None,142.80596113600768,None,142.80596113600768,None,0.3,0.44999999999999996,143.01001380209345,143.2271804040065,143.01001380209345,143.2271804040065,143.01001380209345,143.2271804040065,space,1.5210198550485075,143.01001380209345,None,144.54448440705892,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,0,0.2,0.35,0,16,16,67,,,,,,,,,,,,,145.04365857702214,None,145.04365857702214,None,145.04365857702214,None,146.05984842800535,None,146.05984842800535,None,146.05984842800535,None,0.2,0.35,146.2759910810273,146.37674278905615,146.2759910810273,146.37674278905615,146.2759910810273,146.37674278905615,space,0.4075696049258113,146.2759910810273,None,146.7107123110909,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,17,17,91,,,,,,,,,,,,,147.2123006330803,None,147.2123006330803,None,147.2123006330803,None,148.2265955520561,None,148.2265955520561,None,148.2265955520561,None,0.2,0.35,148.3849958020728,148.6275625100825,148.3849958020728,148.6275625100825,148.3849958020728,148.6275625100825,space,0.4133058979641646,148.3849958020728,None,148.81268224900123,None,,,7,001,2020_Apr_18_1839,experiment,2020.1.3,59.59007650651281,
