image_cue_1,image_cue_2,image_cue_3,image_target_1,image_target_2,image_target_3,targetStart,startTime,endTime,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textStart.started,textStart.stopped,keyStart.keys,keyStart.rt,keyStart.started,keyStart.stopped,imageTrailBefore_1.started,imageTrailBefore_1.stopped,imageTrialBefore_2.started,imageTrialBefore_2.stopped,imageTrialBefore_3.started,imageTrialBefore_3.stopped,imageTrialCue_1.started,imageTrialCue_1.stopped,imageTrialCue_2.started,imageTrialCue_2.stopped,imageTrialCue_3.started,imageTrialCue_3.stopped,TrialSceenTargetStart,TrialSceenTargetEnd,imageTrialTarget_1.started,imageTrialTarget_1.stopped,imageTrialTarget_2.started,imageTrialTarget_2.stopped,imageTrialTarget_3.started,imageTrialTarget_3.stopped,keyResponse.keys,keyResponse.rt,keyResponse.started,keyResponse.stopped,textBlank500.started,textBlank500.stopped,textEndSceen.started,textEndSceen.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,15.941304800042417,None,space,38.43673590000253,15.941304800042417,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2020_Apr_15_1931,experiment,2020.1.3,59.83942687832134,
,,,,,,,,,,,,,,,,,,,54.397541300044395,None,space,6.128487300011329,54.397541300044395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2020_Apr_15_1931,experiment,2020.1.3,59.83942687832134,
images/light_grey_box,images/light_grey_box,images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,0,0,50,,,,,,,,,,,,,60.65397010004381,None,60.65397010004381,None,60.65397010004381,None,61.59125250001671,None,61.59125250001671,None,61.59125250001671,None,0.05,0.2,61.80822669999907,61.89021410001442,61.80822669999907,61.89021410001442,61.80822669999907,61.89021410001442,space,3.3507861000252888,61.80822669999907,None,65.19170309999026,None,,,4,001,2020_Apr_15_1931,experiment,2020.1.3,59.83942687832134,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,1,1,41,,,,,,,,,,,,,65.70607260003453,None,65.70607260003453,None,65.70607260003453,None,66.71876530000009,None,66.71876530000009,None,66.71876530000009,None,0.05,0.2,66.90584720001789,67.10583320003934,66.90584720001789,67.10583320003934,66.90584720001789,67.10583320003934,space,6.133589400036726,66.90584720001789,None,73.05572360003134,None,,,4,001,2020_Apr_15_1931,experiment,2020.1.3,59.83942687832134,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.05,0.2,0,2,2,28,,,,,,,,,,,,,73.55546180001693,None,73.55546180001693,None,73.55546180001693,None,74.5909159000148,None,74.5909159000148,None,74.5909159000148,None,0.3,0.44999999999999996,74.78837830002885,74.96971209999174,74.78837830002885,74.96971209999174,74.78837830002885,74.96971209999174,space,0.2242421999690123,74.78837830002885,None,75.04110480000963,None,,,4,001,2020_Apr_15_1931,experiment,2020.1.3,59.83942687832134,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,0,0.1,0.25,0,3,3,48,,,,,,,,,,,,,75.55645670002559,None,75.55645670002559,None,75.55645670002559,None,76.5751375000109,None,76.5751375000109,None,76.5751375000109,None,0.2,0.35,76.80607650004094,76.92144950001966,76.80607650004094,76.92144950001966,76.80607650004094,76.92144950001966,space,4.2804865000071,76.80607650004094,None,81.1036238000379,None,,,4,001,2020_Apr_15_1931,experiment,2020.1.3,59.83942687832134,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.5,0.65,0,4,4,115,,,,,,,,,,,,,81.60289580002427,None,81.60289580002427,None,81.60289580002427,None,82.61478619999252,None,82.61478619999252,None,82.61478619999252,None,0.0,0.15,82.81939459999558,82.91923450003378,82.81939459999558,82.91923450003378,82.81939459999558,82.91923450003378,space,5.060050599975511,82.81939459999558,None,87.90315790002933,None,,,4,001,2020_Apr_15_1931,experiment,2020.1.3,59.83942687832134,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.3,0.45,0,5,5,82,,,,,,,,,,,,,88.41874370002188,None,88.41874370002188,None,88.41874370002188,None,89.43057770002633,None,89.43057770002633,None,89.43057770002633,None,0.5,0.65,89.61794369999552,89.76792130002286,89.61794369999552,89.76792130002286,89.61794369999552,89.76792130002286,space,0.2936543999821879,89.61794369999552,None,89.9349988999893,None,,,4,001,2020_Apr_15_1931,experiment,2020.1.3,59.83942687832134,
images/light_grey_box_with_cue,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.2,0.35,0,6,6,60,,,,,,,,,,,,,90.43440860003466,None,90.43440860003466,None,90.43440860003466,None,91.44769810000435,None,91.44769810000435,None,91.44769810000435,None,0.0,0.15,91.68417620001128,91.78429510002024,91.68417620001128,91.78429510002024,91.68417620001128,91.78429510002024,space,0.18491369998082519,91.68417620001128,None,91.88501880003605,None,,,4,001,2020_Apr_15_1931,experiment,2020.1.3,59.83942687832134,
images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box,images/light_grey_box_with_target,images/light_grey_box,0,0.1,0.25,0,7,7,54,,,,,,,,,,,,,92.40087589999894,None,92.40087589999894,None,92.40087589999894,None,93.41222440003185,None,93.41222440003185,None,93.41222440003185,None,0.05,0.2,93.58393150003394,93.7673814999871,93.58393150003394,93.7673814999871,93.58393150003394,93.7673814999871,space,3.1021033000433818,93.58393150003394,None,96.71694529999513,None,,,4,001,2020_Apr_15_1931,experiment,2020.1.3,59.83942687832134,
